N1_COD;GRUPO ANATÓMICO PRINCIPAL ;N23_COD;GRUPO/SUBGRUPO TERAPÉUTICO;N4_COD;FAMILIA O SUBGRUPO QUÍMICO-TERAPÉUTICO;N5_COD;PRINCIPIO ACTIVO / SUSTANCIA QUÍMICA
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H03B;PREPARADOS ANTITIROIDEOS;H03BB;DERIVADOS IMIDAZÓLICOS QUE CONTIENEN AZUFRE;H03BB02;TIAMAZOL
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H03B;PREPARADOS ANTITIROIDEOS;H03BB;DERIVADOS IMIDAZÓLICOS QUE CONTIENEN AZUFRE;H03BB52;TIAMAZOL, COMBINACIONES
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H03B;PREPARADOS ANTITIROIDEOS;H03BC;PERCLORATOS;H03BC01;PERCLORATO DE POTASIO
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H03B;PREPARADOS ANTITIROIDEOS;H03BX;OTROS PREPARADOS ANTITIROIDEOS;H03BX01;DIIOODOTIROSINA
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H03B;PREPARADOS ANTITIROIDEOS;H03BX;OTROS PREPARADOS ANTITIROIDEOS;H03BX02;DIBROMOTIROSINA
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H04A;HORMONAS GLUCOGENOLÍTICAS;H04AA;HORMONAS GLUCOGENOLÍTICAS;H04AA01;GLUCAGÓN
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05A;HORMONAS PARATIROIDEAS Y ANÁLOGAS;H05AA;HORMONAS PARATIROIDEAS Y ANÁLOGAS;H05AA01;PARATIROIDEAS, EXTRACTO DE GLÁNDULA
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05A;HORMONAS PARATIROIDEAS Y ANÁLOGAS;H05AA;HORMONAS PARATIROIDEAS Y ANÁLOGAS;H05AA02;TERIPARATIDA
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05A;HORMONAS PARATIROIDEAS Y ANÁLOGAS;H05AA;HORMONAS PARATIROIDEAS Y ANÁLOGAS;H05AA03;HORMONAS PARATIROIDEAS
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BA;PREPARADOS CON CALCITONINA;H05BA01;CALCITONINA (DE SALMÓN, SINTÉTICA)
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BA;PREPARADOS CON CALCITONINA;H05BA02;CALCITONINA (PORCINA, NATURAL)
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BA;PREPARADOS CON CALCITONINA;H05BA03;CALCITONINA (HUMANA, SINTÉTICA)
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BA;PREPARADOS CON CALCITONINA;H05BA04;ELCATONINA
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BX;OTROS AGENTES CONTRA LA HORMONA PARATIROIDEA;H05BX01;CINACALCET
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BX;OTROS AGENTES CONTRA LA HORMONA PARATIROIDEA;H05BX02;PARICALCITOL
H;PREPARADOS HORMONALES SISTÉMICOS, EXCLUIDOS HORMONAS SEXUALES E INSULINAS;H05B;AGENTES CONTRA LA HORMONA PARATIROIDE;H05BX;OTROS AGENTES CONTRA LA HORMONA PARATIROIDEA;H05BX03;DOXERCALCIFEROL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA01;DEMECLOCICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA02;DOXICICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA03;CLORTETRACICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA04;LIMECICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA05;METACICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA06;OXITETRACICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA07;TETRACICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA08;MINOCICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA09;ROLITETRACICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA10;PENIMEPICICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA11;CLOMOCICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA12;TIGECICLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA20;TETRACICLINAS, COMBINACIONES DE
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01A;TETRACICLINAS;J01AA;TETRACICLINAS;J01AA56;OXITETRACICLINA, COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01B;ANFENICOLES;J01BA;ANFENICOLES;J01BA01;CLORANFENICOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01B;ANFENICOLES;J01BA;ANFENICOLES;J01BA02;TIANFENICOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01B;ANFENICOLES;J01BA;ANFENICOLES;J01BA52;TIANFENICOL, COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA01;AMPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA02;PIVAMPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA03;CARBENICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA04;AMOXICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA05;CARINDACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA06;BACAMPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA07;EPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA08;PIVMECILINAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA09;AZLOCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA10;MEZLOCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA11;MECILINAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA12;PIPERACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA13;TICARCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA14;METAMPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA15;TALAMPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA16;SULBENICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA17;TEMOCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA18;HETACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA19;ASPOXICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA20;COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CA;PENICILINAS DE AMPLIO ESPECTRO;J01CA51;AMPICILINA, COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE01;BENCILPENICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE02;FENOXIMETILPENICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE03;PROPICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE04;AZIDOCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE05;FENETICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE06;PENAMECILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE07;CLOMETOCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE08;BENCILPENICILINA BENZATÍNICA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE09;BENCILPENICILINA PROCAÍNICA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE10;FENOXIMETILPENICILINA BENZATÍNICA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CE;PENICILINAS SENSIBLES A LA BETALACTAMASA;J01CE30;COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CF;PENICILINAS RESISTENTES A LA BETALACTAMASA;J01CF01;DICLOXACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CF;PENICILINAS RESISTENTES A LA BETALACTAMASA;J01CF02;CLOXACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CF;PENICILINAS RESISTENTES A LA BETALACTAMASA;J01CF03;METICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CF;PENICILINAS RESISTENTES A LA BETALACTAMASA;J01CF04;OXACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CF;PENICILINAS RESISTENTES A LA BETALACTAMASA;J01CF05;FLUCLOXACILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CF;PENICILINAS RESISTENTES A LA BETALACTAMASA;J01CF06;NAFCILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CG;INIHIBIDORES DE LA BETALACTAMASA;J01CG01;SULBACTAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CG;INIHIBIDORES DE LA BETALACTAMASA;J01CG02;TAZOBACTAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CR;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA;J01CR01;AMPICILINA E INHIBIDORES DE LA ENZIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CR;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA;J01CR02;AMOXICILINA E INHIBIDORES DE LA ENZIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CR;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA;J01CR03;TICARCILINA E INHIBIDORES DE LA ENZIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CR;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA;J01CR04;SULTAMICILINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CR;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA;J01CR05;PIPERACILINA E INHIBIDORES DE LA ENZIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01C;ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS;J01CR;COMBINACIONES DE PENICILINAS, INCL. INHIBIDORES DE LA BETALACTAMASA;J01CR50;COMBINACIONES DE PENICILINAS
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB01;CEFALEXINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB02;CEFALORIDINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB03;CEFALOTINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB04;CEFAZOLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB05;CEFADROXILO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB06;CEFAZEDONA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB07;CEFATRIZINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB08;CEFAPIRINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB09;CEFADRINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB10;CEFACETRILO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB11;CEFROXADINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DB;CEFALOSPORINAS DE LA PRIMERA GENERACIÓN;J01DB12;CEFTEZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC01;CEFOXITINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC02;CEFUROXIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC03;CEFAMANDOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC04;CEFACLOR
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC05;CEFOTETÁN
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC06;CEFONICID
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC07;CEFOTIAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC08;LORACARBEF
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC09;CEFMETAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC10;CEFPROZILO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC11;CEFORANIDA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC12;CEFMINOX
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC13;CEFBUPERAZONA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DC;CEFALOSPORINAS DE LA SEGUNDA GENERACIÓN;J01DC14;FLOMOXEF
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD01;CEFOTAXIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD02;CEFTAZIDIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD03;CEFSULODINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD04;CEFTRIAXONA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD05;CEFMENOXIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD06;LATAMOXEF
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD07;CEFTIZOXIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD08;CEFIXIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD09;CEFODIZIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD10;CEFETAMET
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD11;CEFPIRAMIDA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD12;CEFOPERAZONA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD13;CEFPODOXIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD14;CEFTIBUTENO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD15;CEFDINIR
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD16;CEFDITORENO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD17;CEFCAPENO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD54;CEFTRIAXONA, COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DD;CEFALOSPORINAS DE LA TERCERA GENERACIÓN;J01DD62;CEFOPERAZONA, COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DE;CEFALOSPORINAS DE LA CUARTA GENERACIÓN;J01DE01;CEFEPIMA
