N1_COD;GRUPO ANATÓMICO PRINCIPAL ;N23_COD;GRUPO/SUBGRUPO TERAPÉUTICO;N4_COD;FAMILIA O SUBGRUPO QUÍMICO-TERAPÉUTICO;N5_COD;PRINCIPIO ACTIVO / SUSTANCIA QUÍMICA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AC;ÁCIDO NICOTÍNICO Y DERIVADOS;C04AC03;NICOTINATO DE INOSITOL
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AC;ÁCIDO NICOTÍNICO Y DERIVADOS;C04AC07;CICLONICATO
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AD;DERIVADOS DE LA PURINA;C04AD01;PENTIFILINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AD;DERIVADOS DE LA PURINA;C04AD02;NICOTINATO DE XANTINOL
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AD;DERIVADOS DE LA PURINA;C04AD03;PENTOXIFILINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AD;DERIVADOS DE LA PURINA;C04AD04;ETOFILINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AE;ALCALOIDES DEL ERGOT;C04AE01;ERGOLOIDES MESILATOS
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AE;ALCALOIDES DEL ERGOT;C04AE02;NICERGOLINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AE;ALCALOIDES DEL ERGOT;C04AE04;DIHIDROERGOCRISTINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AE;ALCALOIDES DEL ERGOT;C04AE51;ERGOLOIDES MESILATOS, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AE;ALCALOIDES DEL ERGOT;C04AE54;DIHIDROERGOCRISTINA, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AF;ENZIMAS;C04AF01;KALIDINOGENASA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX01;CICLANDELATO
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX02;FENOXIBENZAMINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX07;VINCAMINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX10;MOXISILITA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX11;BENCICLANO
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX17;VINBURNINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX19;SULOCTIDIL
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX20;BUFLOMEDIL
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX21;NAFTIDROFURILO
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX23;BUTALAMINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX24;VISNADINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX26;CETIEDIL
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX27;CINEPAZIDA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX28;IFENPRODIL
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX30;AZAPETINA
C;SISTEMA CARDIOVASCULAR;C04A;VASODILATADORES PERIFÉRICOS;C04AX;OTROS VASODILATADORES PERIFÉRICOS;C04AX32;FASUDIL
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA01;HIDROCORTISONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA04;PREDNISOLONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA05;BETAMETASONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA06;FLUOROMETOLONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA08;FLUOCORTOLONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA09;DEXAMETASONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA10;FLUOCINOLONA, ACETÓNIDO DE
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA11;FLUOCINÓNIDA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AA;CORTICOSTEROIDES;C05AA12;TRIAMCINOLONA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD01;LIDOCAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD02;TETRACAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD03;BENZOCAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD04;CINCOCAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD05;PROCAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD06;OXETACAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AD;ANESTÉSICOS LOCALES;C05AD07;PRAMOCAÍNA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AE;RELAJANTES MUSCULARES;C05AE01;TRINITRATO DE GLICERILO
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AE;RELAJANTES MUSCULARES;C05AE02;DINITRATO DE ISOSORBIDA
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX;OTROS AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX01;ALUMINIO, PREPARADOS DE
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX;OTROS AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX02;BISMUTO, PREPARADOS DE, COMBINACIONES CON
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX;OTROS AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX03;OTRAS PREPARACIONES, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX;OTROS AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX04;ZINC, PREPARADOS CON
C;SISTEMA CARDIOVASCULAR;C05A;AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX;OTROS AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES;C05AX05;TRIBENÓSIDO
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BA;HEPARINAS O HEPARINOIDES PARA USO TÓPICO;C05BA01;HEPARINOIDES ORGÁNICOS
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BA;HEPARINAS O HEPARINOIDES PARA USO TÓPICO;C05BA02;APOLATO DE SODIO
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BA;HEPARINAS O HEPARINOIDES PARA USO TÓPICO;C05BA03;HEPARINA
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BA;HEPARINAS O HEPARINOIDES PARA USO TÓPICO;C05BA04;PENTOSÁN POLISULFATO DE SODIO
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BA;HEPARINAS O HEPARINOIDES PARA USO TÓPICO;C05BA51;HEPARINOIDES, COMBINACIONES CON
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BA;HEPARINAS O HEPARINOIDES PARA USO TÓPICO;C05BA53;HEPARINA, COMBINACIONES CON
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BB;AGENTES ESCLEROSANTES PARA INYECCIÓN LOCAL;C05BB01;MONOETANOLAMINA, OLEATO DE
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BB;AGENTES ESCLEROSANTES PARA INYECCIÓN LOCAL;C05BB02;POLIDOCANOL
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BB;AGENTES ESCLEROSANTES PARA INYECCIÓN LOCAL;C05BB03;AZÚCAR INVERTIDA
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BB;AGENTES ESCLEROSANTES PARA INYECCIÓN LOCAL;C05BB04;TETRADECILSULFATO DE SODIO
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BB;AGENTES ESCLEROSANTES PARA INYECCIÓN LOCAL;C05BB05;FENOL
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BB;AGENTES ESCLEROSANTES PARA INYECCIÓN LOCAL;C05BB56;GLUCOSA, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BX;OTROS AGENTES ESCLEROSANTES;C05BX01;DOBESILATO DE CALCIO
C;SISTEMA CARDIOVASCULAR;C05B;TERAPIA ANTIVARICOSA;C05BX;OTROS AGENTES ESCLEROSANTES;C05BX51;DOBESILATO DE CALCIO, COMBINACIONES CON
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA01;RUTÓSIDO
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA02;MONOXERUTINA
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA03;DIOSMINA
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA04;TROXERUTINA
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA05;HIDROSMINA
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA51;RUTÓSIDO, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA53;DIOSMINA, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CA;BIOFLAVONIODES;C05CA54;TROXERUTINA, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CX;OTROS AGENTES ESTABILIZADORES DE CAPILARES;C05CX01;TRIBENÓSIDO
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CX;OTROS AGENTES ESTABILIZADORES DE CAPILARES;C05CX02;NAFTAZONA
C;SISTEMA CARDIOVASCULAR;C05C;AGENTES ESTABILIZADORES DE CAPILARES;C05CX;OTROS AGENTES ESTABILIZADORES DE CAPILARES;C05CX03;HIPPOCASTANI SEMEN
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA01;ALPRENOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA02;OXPRENOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA03;PINDOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA05;PROPRANOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA06;TIMOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA07;SOTALOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA12;NADOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA14;MEPINDOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA15;CARTEOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA16;TERTATOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA17;BOPINDOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA19;BUPRANOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA23;PENBUTOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA27;CLORANOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS;C07AA57;SOTALOL, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB01;PRACTOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB02;METOPROLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB03;ATENOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB04;ACEBUTOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB05;BETAXOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB06;BEVANTOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB07;BISOPROLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB08;CELIPROLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB09;ESMOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB10;EPANOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB11;S-ATENOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB12;NEBIVOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB13;TALINOLOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB52;METOPROLOL, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AB;AGENTES BETA-BLOQUEANTES SELECTIVOS;C07AB57;BISOPROLOL, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AG;AGENTES BLOQUEANTES ALFA Y BETA;C07AG01;LABETALOL
C;SISTEMA CARDIOVASCULAR;C07A;AGENTES BETA-BLOQUEANTES;C07AG;AGENTES BLOQUEANTES ALFA Y BETA;C07AG02;CARVEDILOL
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y TIAZIDAS;C07BA02;OXPRENOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y TIAZIDAS;C07BA05;PROPRANOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y TIAZIDAS;C07BA06;TIMOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y TIAZIDAS;C07BA07;SOTALOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y TIAZIDAS;C07BA12;NADOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y TIAZIDAS;C07BA68;METIPRANOLOL Y TIAZIDAS, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB02;METOPROLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB03;ATENOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB04;ACEBUTOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB06;BEVANTOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB07;BISOPROLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB12;NEBIVOLOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y TIAZIDAS;C07BB52;METOPROLOL Y TIAZIDAS, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C07B;AGENTES BETA-BLOQUEANTES Y TIAZIDAS;C07BG;AGENTES BLOQUEANTES ALFA Y BETA Y TIAZIDAS;C07BG01;LABETALOL Y TIAZIDAS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS Y OTROS DIURÉTICOS;C07CA02;OXPRENOLOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS Y OTROS DIURÉTICOS;C07CA03;PINDOLOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS Y OTROS DIURÉTICOS;C07CA17;BOPINDOLOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CA;AGENTES BETA- BLOQUEANTES NO SELECTIVOS Y OTROS DIURÉTICOS;C07CA23;PENBUTOLOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y OTROS DIURÉTICOS;C07CB02;METOPROLOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y OTROS DIURÉTICOS;C07CB03;ATENOLOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CB;AGENTES BETA-BLOQUEANTES SELECTIVOS Y OTROS DIURÉTICOS;C07CB53;ATENOLOL Y OTROS DIURÉTICOS, COMBINACIONES
C;SISTEMA CARDIOVASCULAR;C07C;AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS;C07CG;AGENTES BLOQUEANTES ALFA Y BETA Y OTROS DIURÉTICOS;C07CG01;LABETALOL Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07D;AGENTES BETA-BLOQUEANTES, TIAZIDAS Y OTROS DIURÉTICOS;C07DA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS, TIAZIDAS Y OTROS DIURÉTICOS;C07DA06;TIMOLOL, TIAZIDAS Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07D;AGENTES BETA-BLOQUEANTES, TIAZIDAS Y OTROS DIURÉTICOS;C07DB;AGENTES BETA-BLOQUEANTES SELECTIVOS, TIAZIDAS Y OTROS DIURÉTICOS;C07DB01;ATENOLOL, TIAZIDAS Y OTROS DIURÉTICOS
C;SISTEMA CARDIOVASCULAR;C07F;AGENTES BETA-BLOQUEANTES Y OTROS ANTIHIPERTENSIVOS;C07FA;AGENTES BETA-BLOQUEANTES NO SELECTIVOS Y OTROS ANTIHIPERTENSIVOS;C07FA05;PROPRANOLOL Y OTROS ANTIHIPERTENSIVOS
